iterations,fitness
100,0.19753044424790803
200,0.20023470984420708
300,0.20074494863596162
400,0.20074494863596162
500,0.20074494863596162
600,0.20074494863596162
700,0.20074494863596162
800,0.20074494863596162
900,0.20074494863596162
1000,0.20074494863596162
1100,0.20074494863596162
1200,0.20074494863596162
1300,0.20074494863596162
1400,0.20074494863596162
1500,0.20074494863596162
1600,0.20074494863596162
1700,0.20074494863596162
1800,0.20074494863596162
1900,0.20074494863596162
2000,0.20074494863596162
2100,0.20074494863596162
2200,0.20074494863596162
2300,0.20074494863596162
2400,0.20074494863596162
2500,0.20074494863596162
2600,0.20074494863596162
2700,0.20074494863596162
2800,0.20074494863596162
2900,0.20074494863596162
3000,0.20074494863596162
3100,0.20074494863596162
3200,0.20074494863596162
3300,0.20074494863596162
3400,0.20074494863596162
3500,0.20074494863596162
3600,0.20074494863596162
3700,0.20074494863596162
3800,0.20074494863596162
3900,0.20074494863596162
4000,0.20074494863596162
4100,0.20074494863596162
4200,0.20074494863596162
4300,0.20074494863596162
4400,0.20074494863596162
4500,0.20074494863596162
4600,0.20074494863596162
4700,0.20074494863596162
4800,0.20074494863596162
4900,0.20074494863596162
5000,0.20074494863596162
5100,0.20074494863596162
5200,0.20074494863596162
5300,0.20074494863596162
5400,0.20074494863596162
5500,0.20074494863596162
5600,0.20074494863596162
5700,0.20074494863596162
5800,0.20074494863596162
5900,0.20074494863596162
6000,0.20074494863596162
6100,0.20074494863596162
6200,0.20074494863596162
6300,0.20074494863596162
6400,0.20074494863596162
6500,0.20074494863596162
6600,0.20074494863596162
6700,0.20074494863596162
6800,0.20074494863596162
6900,0.20074494863596162
7000,0.20074494863596162
7100,0.20074494863596162
7200,0.20074494863596162
7300,0.20074494863596162
7400,0.20074494863596162
7500,0.20074494863596162
7600,0.20074494863596162
7700,0.20074494863596162
7800,0.20074494863596162
7900,0.20074494863596162
8000,0.20074494863596162
8100,0.20074494863596162
8200,0.20074494863596162
8300,0.20074494863596162
8400,0.20074494863596162
8500,0.20074494863596162
8600,0.20074494863596162
8700,0.20074494863596162
8800,0.20074494863596162
8900,0.20074494863596162
9000,0.20074494863596162
9100,0.20074494863596162
9200,0.20074494863596162
9300,0.20074494863596162
9400,0.20074494863596162
9500,0.20074494863596162
9600,0.20074494863596162
9700,0.20074494863596162
9800,0.20074494863596162
9900,0.20074494863596162
10000,0.20074494863596162
10100,0.20074494863596162
10200,0.20074494863596162
10300,0.20074494863596162
10400,0.20074494863596162
10500,0.20074494863596162
10600,0.20074494863596162
10700,0.20074494863596162
10800,0.20074494863596162
10900,0.20074494863596162
11000,0.20074494863596162
11100,0.20074494863596162
11200,0.20074494863596162
11300,0.20074494863596162
11400,0.20074494863596162
11500,0.20074494863596162
11600,0.20074494863596162
11700,0.20074494863596162
11800,0.20074494863596162
11900,0.20074494863596162
12000,0.20074494863596162
12100,0.20074494863596162
12200,0.20074494863596162
12300,0.20074494863596162
12400,0.20074494863596162
